DEBUG: Receiving request... | Timestamp: [2025-02-23 18:01:07,489]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:13:35,220]
INFO: Request finished in 32.145 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:13:35,254]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:14:21,090]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:14:21,683]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:14:32,324]
INFO: Request validated successfully: image_url=https://img.freepik.com/free-photo/simple-brick-wall-surface-texture_23-2151262373.jpg?semt=ais_hybrid, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.1, 0.3, 0.9, 0.7], n=1 | Timestamp: [2025-04-03 15:14:32,324]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:14:32,324]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:14:32,667]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:14:32,668]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1792x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:14:32,668]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:14:32,668]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:14:35,061]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:14:35,061]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:14:59,311]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:14:59,312]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:14:59,358]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:14:59,358]
INFO: Request finished in 27.070 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:14:59,394]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:15:11,673]
INFO: Request validated successfully: image_url=https://img.freepik.com/free-photo/simple-brick-wall-surface-texture_23-2151262373.jpg?semt=ais_hybrid, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.1, 0.3, 0.9, 0.7], n=1 | Timestamp: [2025-04-03 15:15:11,674]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:15:11,674]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:15:12,013]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:15:12,013]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1792x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:15:12,013]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:15:12,013]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:15:14,373]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:15:14,373]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:15:43,116]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:15:43,116]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:15:43,156]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:15:43,156]
INFO: Request finished in 31.514 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:15:43,188]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:16:35,061]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:16:35,671]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:17:16,090]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:17:16,090]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:17:16,091]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:17:16,270]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:17:16,271]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:17:16,271]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:17:16,271]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:17:19,093]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:17:19,093]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:17:39,536]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:17:39,536]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:17:39,572]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:17:39,572]
INFO: Request finished in 23.509 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:17:39,600]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:18:32,530]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:18:33,134]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:18:35,559]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:18:35,559]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:18:35,559]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:18:35,725]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:18:35,725]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:18:35,725]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:18:35,725]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:18:38,112]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:18:38,112]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:18:58,880]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:18:58,880]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:18:58,914]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:18:58,914]
INFO: Request finished in 23.384 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:18:58,942]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:20:28,273]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:20:28,887]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:22:44,760]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:22:45,352]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:23:27,686]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:23:28,490]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:23:31,896]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:23:31,896]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:23:31,896]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:23:32,059]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:23:32,059]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:23:32,059]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:23:32,060]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:23:34,513]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:23:34,513]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:23:55,924]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:23:55,924]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:23:55,959]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:23:55,959]
INFO: Request finished in 24.090 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:23:55,986]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:24:16,504]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:24:17,097]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:24:17,104]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:24:17,104]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:24:17,104]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:24:17,254]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:24:17,254]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:24:17,254]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:24:17,254]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:24:18,926]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:24:18,926]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:24:37,576]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:24:37,576]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:24:37,627]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:24:37,627]
INFO: Request finished in 20.547 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:24:37,652]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:26:19,123]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:26:19,826]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:26:19,834]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:26:19,834]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:26:19,834]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:26:20,057]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:26:20,057]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:26:20,057]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:26:20,058]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:26:22,442]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:26:22,443]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:26:45,286]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:26:45,286]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:26:45,319]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:26:45,319]
INFO: Request finished in 25.513 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:26:45,347]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:27:19,100]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:27:19,698]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:28:24,381]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:28:25,092]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:28:25,101]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:28:25,101]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:28:25,101]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:28:25,321]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:28:25,321]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:28:25,321]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:28:25,321]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:28:27,766]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:28:27,766]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:28:49,360]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:28:49,360]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:28:49,395]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:28:49,395]
INFO: Request finished in 24.321 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:28:49,422]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:29:25,037]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:29:25,745]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:29:25,752]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:29:25,752]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:29:25,752]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:29:25,899]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:29:25,899]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:29:25,899]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:29:25,899]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:29:28,253]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:29:28,253]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:29:48,487]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:29:48,487]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:29:48,522]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:29:48,522]
INFO: Request finished in 22.799 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:29:48,550]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:30:29,677]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:30:30,268]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:30:38,128]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:30:38,128]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:30:38,128]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:30:38,364]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:30:38,364]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:30:38,364]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:30:38,364]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:30:41,164]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:30:41,164]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:31:03,490]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:31:03,490]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:31:03,523]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:31:03,523]
INFO: Request finished in 25.423 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:31:03,550]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 15:32:13,795]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 15:32:14,383]
DEBUG: Receiving request... | Timestamp: [2025-04-03 15:32:14,692]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 15:32:14,692]
DEBUG: Processing input data... | Timestamp: [2025-04-03 15:32:14,692]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 15:32:14,932]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 15:32:14,932]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 15:32:14,932]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 15:32:14,933]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 15:32:17,320]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 15:32:17,320]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 15:32:40,019]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 15:32:40,019]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 15:32:40,052]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 15:32:40,052]
INFO: Request finished in 25.390 seconds. Response sent to the client. | Timestamp: [2025-04-03 15:32:40,082]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 16:17:44,065]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 16:17:44,660]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 16:17:56,815]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 16:17:57,409]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 16:18:13,115]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 16:18:13,834]
DEBUG: Receiving request... | Timestamp: [2025-04-03 16:18:13,841]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1446452511/photo/minimalist-interior-design-on-arch-wall-background-wall-mockup-concept-3d-render.jpg?s=612x612&w=0&k=20&c=XfeG2L0yWEYxpK4_B0lWUXg-0rO-ShkZQ0prByThEv8=, prompt=A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., tags=[], box=[0.2, 0.2, 0.6, 0.7], n=1 | Timestamp: [2025-04-03 16:18:13,842]
DEBUG: Processing input data... | Timestamp: [2025-04-03 16:18:13,842]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-03 16:18:13,988]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-03 16:18:13,989]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. . The order text is: A post-Impressionist landscape painting, rich with vivid colors and dynamic brushstrokes. tall cypress trees and rolling hills in warm hues stretch back into the vivid, swirling sky, with sharp, deep focus offered by the deep perspective of the space., size=1024x1024, quality=standard, n=1 | Timestamp: [2025-04-03 16:18:13,989]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-03 16:18:13,989]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-03 16:18:16,366]
DEBUG: Requesting OpenAI to generate art images... | Timestamp: [2025-04-03 16:18:16,367]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-03 16:18:35,413]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-03 16:18:35,413]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-03 16:18:35,446]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-03 16:18:35,446]
INFO: Request finished in 21.634 seconds. Response sent to the client. | Timestamp: [2025-04-03 16:18:35,475]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 16:19:52,141]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 16:19:52,736]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 16:20:06,215]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 16:20:06,812]
DEBUG: App is running on cpu... | Timestamp: [2025-04-03 16:20:37,333]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-03 16:20:38,050]
DEBUG: Receiving request... | Timestamp: [2025-04-03 16:20:38,057]
